agent,profile,seed,W,Hg,delta_guard,step,is_valid_step,action_id,proposed_action_id,env_guard_pass,env_guard_replaced,env_guard_reason,reward,mastery_flag,f_t,window_max,predicted_peak,actual_peak,window_threshold,peak_threshold,agent_guard_pass,std_guard_pass,lambda_t,will_block,violation_window_flag,violation_peak_flag
pianoMPC,severe_left_weak,1215565275,20,3,0.05,0,False,18,18,True,False,safe,0.0,0,0.134,0.134,,0.242,0.2,0.25,False,True,,False,0,0
pianoMPC,severe_left_weak,1215565275,20,3,0.05,1,False,18,18,True,False,safe,-5.0,0,0.188,0.188,,0.242,0.2,0.25,True,True,,False,0,0
pianoMPC,severe_left_weak,1215565275,20,3,0.05,2,False,18,18,True,False,relaxed,-0.8104129757914365,0,0.242,0.242,,0.242,0.2,0.25,False,True,,False,1,0
pianoMPC,severe_left_weak,1215565275,20,3,0.05,3,False,24,24,True,False,safe,5.0,0,0.0,0.242,,0.174,0.2,0.25,True,True,,False,1,0
pianoMPC,severe_left_weak,1215565275,20,3,0.05,4,False,15,15,True,False,safe,0.10028512033495113,0,0.06,0.242,,0.174,0.2,0.25,True,True,,False,1,0
pianoMPC,severe_left_weak,1215565275,20,3,0.05,5,False,15,15,True,False,safe,0.9358184736906451,0,0.12,0.242,,0.174,0.2,0.25,True,True,,False,1,0
pianoMPC,severe_left_weak,1215565275,20,3,0.05,6,False,18,18,True,False,safe,-0.47219946375834304,0,0.174,0.242,,0.174,0.2,0.25,True,True,,False,1,0
pianoMPC,severe_left_weak,1215565275,20,3,0.05,7,False,24,24,True,False,safe,2.2000135096218423,0,0.0,0.242,,0.12,0.2,0.25,True,True,,False,1,0
pianoMPC,severe_left_weak,1215565275,20,3,0.05,8,False,15,15,True,False,safe,2.989467296389721,0,0.06,0.242,,0.12,0.2,0.25,True,True,,False,1,0
pianoMPC,severe_left_weak,1215565275,20,3,0.05,9,False,15,15,True,False,safe,1.1226801539642053,0,0.12,0.242,,0.12,0.2,0.25,True,True,,False,1,0
pianoMPC,severe_left_weak,1215565275,20,3,0.05,10,False,24,24,True,False,safe,0.4484119770382744,0,0.0,0.242,,0.16799999999999998,0.2,0.25,True,True,,False,1,0
pianoMPC,severe_left_weak,1215565275,20,3,0.05,11,False,15,15,True,False,safe,0.983721128011133,0,0.06,0.242,,0.16799999999999998,0.2,0.25,True,True,,False,1,0
pianoMPC,severe_left_weak,1215565275,20,3,0.05,12,False,18,18,True,False,safe,1.7951928915314677,0,0.11399999999999999,0.242,,0.16799999999999998,0.2,0.25,True,True,,False,1,0
pianoMPC,severe_left_weak,1215565275,20,3,0.05,13,False,18,18,True,False,relaxed,1.4178883639948476,0,0.16799999999999998,0.242,,0.16799999999999998,0.2,0.25,False,True,,False,1,0
