param_name,scale,agent,metric,value_mean,value_std,n_seeds
kappa,-0.5,pianoMPC,feasible_rate,0.8808714629930188,0.03855546861466909,10
kappa,-0.5,pianoMPC,learn_slope,0.0034,0.0021,10
kappa,-0.5,pianoMPC,ttm,45.9,11.87387421564204,10
kappa,-0.5,safe_ac,avg_fatigue,0.5337028975498679,0.037257536744906575,10
kappa,-0.5,safe_ac,feasible_rate,0.9186326522334907,0.045327816688519096,10
kappa,-0.5,safe_ac,learn_slope,0.0013,0.0009,10
kappa,-0.5,safe_ac,ttm,78.0,27.80087928265739,10
kappa,-0.5,thompson,avg_fatigue,0.554359858327499,0.015820204038608978,10
kappa,-0.5,thompson,feasible_rate,0.899742289853957,0.03760317098293259,10
kappa,-0.5,thompson,learn_slope,0.0006,0.0011,10
kappa,-0.5,thompson,ttm,167.8,79.849580810143,10
kappa,-0.25,autocurriculum,avg_fatigue,0.5278251325498562,0.007988665628621815,10
kappa,-0.25,autocurriculum,feasible_rate,0.9350000000000002,0.011573703697777573,10
kappa,-0.25,autocurriculum,learn_slope,0.0,0.0,10
kappa,-0.25,autocurriculum,ttm,600.0,0.0,10
kappa,-0.25,bayesianmab,avg_fatigue,0.5195059915606237,0.07916521318335629,10
kappa,-0.25,bayesianmab,feasible_rate,0.8979243650482589,0.03607318253225799,10
kappa,-0.25,bayesianmab,learn_slope,0.002,0.0016,10
kappa,-0.25,bayesianmab,ttm,72.4,35.963561806052766,10
