agent,profile,seed,W,Hg,delta_guard,step,is_valid_step,action_id,proposed_action_id,env_guard_pass,env_guard_replaced,env_guard_reason,reward,mastery_flag,f_t,window_max,predicted_peak,actual_peak,window_threshold,peak_threshold,agent_guard_pass,std_guard_pass,lambda_t,will_block,violation_window_flag,violation_peak_flag
pianoMPC,balanced,1153994467,10,7,0.05,0,False,18,18,True,False,safe,0.0,0,0.054,0.054,,0.27,0.25,0.3,False,True,,False,0,0
pianoMPC,balanced,1153994467,10,7,0.05,1,False,18,18,True,False,relaxed,5.0,0,0.108,0.108,,0.27,0.25,0.3,False,True,,False,0,0
pianoMPC,balanced,1153994467,10,7,0.05,2,False,18,18,True,False,safe,1.2531890877190752,0,0.162,0.162,,0.27,0.25,0.3,False,True,,False,0,0
pianoMPC,balanced,1153994467,10,7,0.05,3,False,18,18,True,False,relaxed,1.5694756469961337,0,0.216,0.216,,0.27,0.25,0.3,False,True,,False,0,0
pianoMPC,balanced,1153994467,10,7,0.05,4,False,18,18,True,False,relaxed,1.0809913025660063,0,0.27,0.27,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,5,False,24,24,True,False,safe,0.4167963125561629,0,0.020000000000000018,0.27,,0.182,0.25,0.3,True,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,6,False,18,18,True,False,safe,1.808081553947887,0,0.07400000000000001,0.27,,0.216,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,7,False,18,18,True,False,safe,0.9118737931968041,0,0.128,0.27,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,8,False,18,18,True,False,safe,0.4957014184310246,0,0.182,0.27,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,9,True,24,24,True,False,safe,0.65864433336524,0,0.0,0.27,,0.27,0.25,0.3,True,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,10,True,18,18,True,False,safe,1.0458667696359,0,0.054,0.27,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,11,True,18,18,True,False,safe,2.4638273265203865,0,0.108,0.27,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,12,True,18,18,True,False,safe,1.4621278619674396,0,0.162,0.27,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,13,True,18,18,True,False,safe,0.6778200667005064,0,0.216,0.27,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,14,True,18,18,True,False,relaxed,1.4660020381210543,1,0.27,0.27,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,15,True,18,18,True,False,safe,0.0,0,0.054,0.27,,0.216,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,16,True,18,18,True,False,safe,-5.0,0,0.108,0.27,,0.216,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,17,True,18,18,True,False,safe,0.5197717478058383,0,0.162,0.27,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,18,True,18,18,True,False,safe,-2.5663419352959065,0,0.216,0.27,,0.324,0.25,0.3,False,False,,False,1,1
pianoMPC,balanced,1153994467,10,7,0.05,19,True,24,24,True,False,safe,-1.5302235992630953,0,0.0,0.27,,0.324,0.25,0.3,True,False,,False,1,1
pianoMPC,balanced,1153994467,10,7,0.05,20,True,18,18,True,False,safe,1.0655526937685167,0,0.054,0.27,,0.324,0.25,0.3,False,False,,False,1,1
pianoMPC,balanced,1153994467,10,7,0.05,21,True,18,18,True,False,safe,-0.5999537462575885,0,0.108,0.27,,0.324,0.25,0.3,False,False,,False,1,1
pianoMPC,balanced,1153994467,10,7,0.05,22,True,18,18,True,False,safe,1.4109432900884475,0,0.162,0.27,,0.324,0.25,0.3,False,False,,False,1,1
pianoMPC,balanced,1153994467,10,7,0.05,23,True,18,18,True,False,safe,1.5630955076571684,0,0.216,0.27,,0.324,0.25,0.3,False,False,,False,1,1
pianoMPC,balanced,1153994467,10,7,0.05,24,True,18,18,True,False,relaxed,0.42072487471933445,0,0.27,0.27,,0.324,0.25,0.3,False,False,,False,1,1
pianoMPC,balanced,1153994467,10,7,0.05,25,True,18,18,True,False,relaxed,0.6960833515707181,0,0.324,0.324,,0.324,0.25,0.3,False,False,,False,1,1
pianoMPC,balanced,1153994467,10,7,0.05,26,True,24,24,True,False,safe,-1.1399317200956,0,0.07400000000000001,0.324,,0.29,0.25,0.3,True,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,27,True,18,18,True,False,safe,2.410440283370692,0,0.128,0.324,,0.29,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,28,True,18,18,True,False,safe,0.039645985364327056,0,0.182,0.324,,0.29,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,29,True,18,18,True,False,relaxed,-0.3747881200979345,0,0.236,0.324,,0.29,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,30,True,18,18,True,False,relaxed,1.4009511665837981,0,0.29,0.324,,0.29,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,31,True,24,24,True,False,safe,0.06624935369375744,0,0.03999999999999998,0.324,,0.216,0.25,0.3,True,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,32,True,18,18,True,False,safe,1.3852474052332684,0,0.09399999999999997,0.324,,0.216,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,33,True,18,18,True,False,safe,1.698078426842127,0,0.14799999999999996,0.324,,0.216,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,34,True,18,18,True,False,relaxed,0.24134333626848217,1,0.20199999999999996,0.324,,0.216,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,35,True,18,18,True,False,safe,0.0,0,0.054,0.29,,0.216,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,36,True,18,18,True,False,safe,5.0,0,0.108,0.29,,0.216,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,37,True,18,18,True,False,safe,-0.7383773094432461,0,0.162,0.29,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,38,True,18,18,True,False,safe,-0.05593544648924197,0,0.216,0.29,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,39,True,24,24,True,False,safe,0.42588016411520674,0,0.0,0.29,,0.27,0.25,0.3,True,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,40,True,18,18,True,False,safe,3.4252331994196985,0,0.054,0.216,,0.27,0.25,0.3,False,True,,False,0,0
pianoMPC,balanced,1153994467,10,7,0.05,41,True,18,18,True,False,safe,-1.1981874449836534,0,0.108,0.216,,0.27,0.25,0.3,False,True,,False,0,0
pianoMPC,balanced,1153994467,10,7,0.05,42,True,18,18,True,False,safe,2.1084088443227817,0,0.162,0.216,,0.27,0.25,0.3,False,True,,False,0,0
pianoMPC,balanced,1153994467,10,7,0.05,43,True,18,18,True,False,safe,0.6468441441282834,0,0.216,0.216,,0.27,0.25,0.3,False,True,,False,0,0
pianoMPC,balanced,1153994467,10,7,0.05,44,True,18,18,True,False,safe,0.806508335071783,0,0.27,0.27,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,45,True,24,24,True,False,safe,-0.3098330070291874,0,0.020000000000000018,0.27,,0.236,0.25,0.3,True,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,46,True,18,18,True,False,safe,0.9453518897725497,0,0.07400000000000001,0.27,,0.236,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,47,True,18,18,True,False,safe,2.306378075439441,0,0.128,0.27,,0.236,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,48,True,18,18,True,False,relaxed,1.4808833684707903,0,0.182,0.27,,0.236,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,49,True,18,18,True,False,safe,2.8180290665815924,0,0.236,0.27,,0.236,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,50,True,24,24,True,False,safe,-0.8124468398726474,0,0.0,0.27,,0.216,0.25,0.3,True,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,51,True,18,18,True,False,safe,1.5724841567208163,0,0.054,0.27,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,52,True,18,18,True,False,safe,0.46480469050001827,0,0.108,0.27,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,53,True,18,18,True,False,relaxed,1.3108681566280056,1,0.162,0.27,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,54,True,18,18,True,False,safe,0.0,0,0.054,0.236,,0.27,0.25,0.3,False,True,,False,0,0
pianoMPC,balanced,1153994467,10,7,0.05,55,True,18,18,True,False,safe,-5.0,0,0.108,0.236,,0.27,0.25,0.3,False,True,,False,0,0
pianoMPC,balanced,1153994467,10,7,0.05,56,True,18,18,True,False,relaxed,5.0,0,0.162,0.236,,0.27,0.25,0.3,False,True,,False,0,0
pianoMPC,balanced,1153994467,10,7,0.05,57,True,18,18,True,False,relaxed,-0.40455049176837127,0,0.216,0.236,,0.29,0.25,0.3,False,True,,False,0,0
pianoMPC,balanced,1153994467,10,7,0.05,58,True,18,18,True,False,relaxed,0.5257678668817048,0,0.27,0.27,,0.29,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,59,True,24,24,True,False,safe,0.9853388761963341,0,0.020000000000000018,0.27,,0.29,0.25,0.3,True,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,60,True,18,18,True,False,safe,2.432018059288612,0,0.07400000000000001,0.27,,0.29,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,61,True,18,18,True,False,safe,2.113438547186674,0,0.128,0.27,,0.29,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,62,True,18,18,True,False,safe,2.345693195062481,0,0.182,0.27,,0.29,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,63,True,18,18,True,False,safe,0.6389605162076132,0,0.236,0.27,,0.29,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,64,True,18,18,True,False,relaxed,1.4244999580830335,0,0.29,0.29,,0.29,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,65,True,24,24,True,False,safe,-0.7182652937574843,0,0.03999999999999998,0.29,,0.162,0.25,0.3,True,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,66,True,18,18,True,False,safe,0.5173822829109198,0,0.09399999999999997,0.29,,0.162,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,67,True,18,18,True,False,safe,2.2889951467271668,0,0.14799999999999996,0.29,,0.162,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,68,True,24,24,True,False,safe,-1.1647267035476065,0,0.0,0.29,,0.216,0.25,0.3,True,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,69,True,18,18,True,False,safe,1.1908844146535253,0,0.054,0.29,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,70,True,18,18,True,False,safe,0.24733312379227468,0,0.108,0.29,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,71,True,18,18,True,False,safe,2.5316000446930502,1,0.162,0.29,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,72,True,18,18,True,False,safe,0.0,0,0.054,0.29,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,73,True,18,18,True,False,relaxed,-5.0,0,0.108,0.29,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,74,True,18,18,True,False,safe,-0.06121825053683834,0,0.162,0.162,,0.27,0.25,0.3,False,True,,False,0,0
pianoMPC,balanced,1153994467,10,7,0.05,75,True,18,18,True,False,relaxed,5.0,0,0.216,0.216,,0.27,0.25,0.3,False,True,,False,0,0
pianoMPC,balanced,1153994467,10,7,0.05,76,True,18,18,True,False,relaxed,1.6377846224555952,0,0.27,0.27,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,77,True,24,24,True,False,safe,0.9589533242677214,0,0.020000000000000018,0.27,,0.182,0.25,0.3,True,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,78,True,18,18,True,False,safe,-0.5390612340160399,0,0.07400000000000001,0.27,,0.216,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,79,True,18,18,True,False,safe,2.133627417085364,0,0.128,0.27,,0.27,0.25,0.3,False,True,,False,1,0
pianoMPC,balanced,1153994467,10,7,0.05,80,True,18,18,True,False,relaxed,0.06317625035614907,0,0.182,0.27,,0.324,0.25,0.3,False,False,,False,1,1
pianoMPC,balanced,1153994467,10,7,0.05,81,True,24,24,True,False,safe,1.2987605205247204,0,0.0,0.27,,0.324,0.25,0.3,True,False,,False,1,1
pianoMPC,balanced,1153994467,10,7,0.05,82,True,18,18,True,False,safe,0.444099776448647,0,0.054,0.27,,0.324,0.25,0.3,False,False,,False,1,1
pianoMPC,balanced,1153994467,10,7,0.05,83,True,18,18,True,False,safe,0.3375596145877645,0,0.108,0.27,,0.324,0.25,0.3,False,False,,False,1,1
pianoMPC,balanced,1153994467,10,7,0.05,84,True,18,18,True,False,safe,1.623795689937801,0,0.162,0.27,,0.324,0.25,0.3,False,False,,False,1,1
