agent,profile,seed,W,Hg,delta_guard,step,is_valid_step,action_id,proposed_action_id,env_guard_pass,env_guard_replaced,env_guard_reason,reward,mastery_flag,f_t,window_max,predicted_peak,actual_peak,window_threshold,peak_threshold,agent_guard_pass,std_guard_pass,lambda_t,will_block,violation_window_flag,violation_peak_flag
pianoMPC,mild_left_weak,4197126642,20,3,0.0,0,False,18,18,True,False,safe,0.0,0,0.10400000000000001,0.10400000000000001,,0.158,0.22,0.22,False,True,,False,0,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,1,False,18,18,True,False,safe,-5.0,0,0.158,0.158,,0.158,0.22,0.22,False,True,,False,0,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,2,False,24,18,False,True,rest_fallback,-1.344015354081537,0,0.0,0.158,,0.174,0.22,0.22,False,True,,False,0,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,3,False,15,15,True,False,safe,0.9397966107745251,0,0.06,0.158,,0.174,0.22,0.22,True,True,,False,0,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,4,False,15,15,True,False,safe,0.6537147684271779,0,0.12,0.158,,0.174,0.22,0.22,True,True,,False,0,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,5,False,18,18,True,False,relaxed,0.7047292297878842,0,0.174,0.174,,0.174,0.22,0.22,False,True,,False,0,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,6,False,24,18,False,True,rest_fallback,0.3883739190770826,0,0.0,0.174,,0.174,0.22,0.22,False,True,,False,0,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,7,False,15,15,True,False,safe,1.7652373725079507,0,0.06,0.174,,0.174,0.22,0.22,True,True,,False,0,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,8,False,15,15,True,False,safe,0.9283216484405383,0,0.12,0.174,,0.174,0.22,0.22,True,True,,False,0,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,9,False,18,18,True,False,safe,1.9011326445646324,0,0.174,0.174,,0.174,0.22,0.22,False,True,,False,0,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,10,False,24,24,True,False,safe,-0.650597390038409,0,0.0,0.174,,0.16799999999999998,0.22,0.22,True,True,,False,0,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,11,False,15,15,True,False,safe,-0.03326893452854014,0,0.06,0.174,,0.22199999999999998,0.22,0.22,True,False,,False,0,1
pianoMPC,mild_left_weak,4197126642,20,3,0.0,12,False,18,18,True,False,safe,2.717533049416146,0,0.11399999999999999,0.174,,0.22199999999999998,0.22,0.22,False,False,,False,0,1
pianoMPC,mild_left_weak,4197126642,20,3,0.0,13,False,18,18,True,False,safe,2.6150943485205107,0,0.16799999999999998,0.174,,0.22199999999999998,0.22,0.22,False,False,,False,0,1
pianoMPC,mild_left_weak,4197126642,20,3,0.0,14,False,18,18,True,False,safe,0.7407653222238875,0,0.22199999999999998,0.22199999999999998,,0.22199999999999998,0.22,0.22,False,False,,False,1,1
pianoMPC,mild_left_weak,4197126642,20,3,0.0,15,False,24,24,True,False,safe,-0.7956560060559504,0,0.0,0.22199999999999998,,0.11399999999999999,0.22,0.22,True,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,16,False,15,15,True,False,safe,0.15347155714697197,0,0.06,0.22199999999999998,,0.11399999999999999,0.22,0.22,True,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,17,False,18,18,True,False,safe,0.8546448924203849,0,0.11399999999999999,0.22199999999999998,,0.11399999999999999,0.22,0.22,False,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,18,False,24,18,False,True,rest_fallback,0.4349401665684326,0,0.0,0.22199999999999998,,0.06,0.22,0.22,False,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,19,True,15,15,True,False,safe,1.2954046983646184,0,0.06,0.22199999999999998,,0.12,0.22,0.22,True,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,20,True,24,18,False,True,rest_fallback,0.4308882277234221,0,0.0,0.22199999999999998,,0.12,0.22,0.22,False,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,21,True,15,15,True,False,safe,1.9551866236429716,0,0.06,0.22199999999999998,,0.12,0.22,0.22,True,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,22,True,15,15,True,False,safe,1.7002128292545193,0,0.12,0.22199999999999998,,0.12,0.22,0.22,True,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,23,True,24,18,False,True,rest_fallback,-2.3444991246308877,0,0.0,0.22199999999999998,,0.174,0.22,0.22,False,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,24,True,15,15,True,False,safe,1.6216221313817356,0,0.06,0.22199999999999998,,0.174,0.22,0.22,True,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,25,True,15,15,True,False,safe,2.4074003012005956,0,0.12,0.22199999999999998,,0.174,0.22,0.22,True,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,26,True,18,18,True,False,safe,1.0735167180171148,1,0.174,0.22199999999999998,,0.212,0.22,0.22,False,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,27,True,18,18,True,False,safe,0.0,0,0.10400000000000001,0.22199999999999998,,0.212,0.22,0.22,True,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,28,True,18,18,True,False,relaxed,-5.0,0,0.158,0.22199999999999998,,0.212,0.22,0.22,False,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,29,True,18,18,True,False,relaxed,4.059361590208354,0,0.212,0.22199999999999998,,0.212,0.22,0.22,False,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,30,True,24,24,True,False,safe,1.8045578635061439,0,0.0,0.22199999999999998,,0.174,0.22,0.22,True,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,31,True,15,15,True,False,safe,1.7341074914567285,0,0.06,0.22199999999999998,,0.174,0.22,0.22,True,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,32,True,15,15,True,False,safe,1.3934825932421167,0,0.12,0.22199999999999998,,0.174,0.22,0.22,True,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,33,True,18,18,True,False,safe,2.368484278660253,0,0.174,0.22199999999999998,,0.174,0.22,0.22,False,True,,False,1,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,34,True,24,18,False,True,rest_fallback,0.9007026291845447,0,0.0,0.212,,0.174,0.22,0.22,False,True,,False,0,0
pianoMPC,mild_left_weak,4197126642,20,3,0.0,35,True,15,15,True,False,safe,0.6164026860162483,0,0.06,0.212,,0.174,0.22,0.22,True,True,,False,0,0
