scenario,scenario_description,agent,profile,num_runs,avg_async_mean,avg_async_std,avg_constraint_violation_mean,avg_constraint_violation_std,avg_dom_gap_mean,avg_dom_gap_std,avg_fatigue_mean,avg_fatigue_std,avg_fid_mean,avg_fid_std,avg_reward_raw_mean,avg_reward_raw_std,fatigue_overload_rate_mean,fatigue_overload_rate_std,feasible_rate_mean,feasible_rate_std,independence_gain_mean,independence_gain_std,mastered_mean,mastered_std,mastery_rate,regret_mean,regret_std,retention_delta_mean,retention_delta_std,sample_efficiency_mean,sample_efficiency_std,skill_improvement_mean,skill_improvement_std,steps_mean,steps_std,time_to_mastery_mean,time_to_mastery_std,total_reward_mean,total_reward_raw_mean,total_reward_raw_std,total_reward_std
observation_noise_x3,"Async, dominance, fatigue, retention, and latent-skill observation noise tripled.",CCB-DF,balanced,10,29.28088307062358,5.679432061193086,0.004483168853756064,0.0020750293990301674,19.66956764433467,1.745181585761841,0.5026731282558633,0.027155015837030283,0.5547568226426718,0.03942304214711675,-1.5455059644809146,0.12434745399946863,0.06628034209436677,0.021298570408800666,0.9337196579056333,0.021298570408800652,23.069292687600807,6.908900540120978,1.0,0.0,1.0,-41.88138243562035,13.836398038272415,0.7355059573846864,0.06791920472252959,71.4,18.034411551253896,0.7419718787487359,0.03064237216844299,71.4,18.034411551253896,71.4,18.034411551253896,41.88138243562035,-108.3852156724242,20.830627618301683,13.836398038272415
observation_noise_x3,"Async, dominance, fatigue, retention, and latent-skill observation noise tripled.",CCB-DF,mild_left_weak,10,26.871797693506,6.60806780990376,0.003499706171467365,0.0011697964465295068,19.735867883536386,1.8846371613529187,0.44592704309080666,0.021950931643778187,0.5664467630374499,0.06423826085446589,-1.5008835532890172,0.19036570426793925,0.054434020382901106,0.022902838597311417,0.9455659796170988,0.022902838597311403,29.692919024064633,3.734575733225728,1.0,0.0,1.0,-53.259468291592704,21.80131103352899,0.7715742401776545,0.09232995596644317,96.5,67.31307451008311,0.7510011381203329,0.05156528015394797,96.5,67.31307451008311,96.5,67.31307451008311,53.259468291592704,-134.89281685701272,77.12673601809009,21.80131103352899
observation_noise_x3,"Async, dominance, fatigue, retention, and latent-skill observation noise tripled.",CCB-DF,severe_left_weak,10,29.90160829980123,6.098083076591067,0.004714291778143042,0.00276291984540166,19.971814588872007,2.1385486984185893,0.40566149165149634,0.0339313608788684,0.5497209898318441,0.05398946975348646,-1.5715143900822177,0.12915239962515696,0.07631140001620551,0.04157942886406825,0.9236885999837947,0.04157942886406824,26.557959094555923,6.025076185314441,1.0,0.0,1.0,-47.58547112633697,16.691547987482767,0.8507852080039479,0.10169234031963821,79.2,27.356169322476422,0.7920249158324122,0.0769423364997518,79.2,27.356169322476422,79.2,27.356169322476422,47.58547112633697,-121.51508514735261,33.855238619228444,16.691547987482767
observation_noise_x3,"Async, dominance, fatigue, retention, and latent-skill observation noise tripled.",LinUCB,balanced,10,26.362579556615497,8.159751018196582,0.0035679586729335244,0.002563134326019876,19.97354131082478,2.045019705283769,0.51844956322347,0.03185269212876853,0.5764230240712896,0.06055195824182995,-1.4827241573819478,0.21039242807696965,0.060003153106298876,0.02944630235827281,0.9399968468937011,0.029446302358272818,29.075566643359195,4.382801694683304,1.0,0.0,1.0,-42.87465545509143,21.139093160495403,0.7201290938867151,0.09162873523496202,83.1,37.71326026744439,0.718277358744509,0.05667499570407595,83.1,37.71326026744439,83.1,37.71326026744439,42.87465545509143,-117.11692205653321,42.63463569681125,21.139093160495403
observation_noise_x3,"Async, dominance, fatigue, retention, and latent-skill observation noise tripled.",LinUCB,mild_left_weak,10,26.44011036809173,4.399304201422018,0.004861447256328677,0.0015222209036049295,19.66699580368907,1.5050219123245112,0.4884798146631854,0.01994704230708275,0.5745287870937725,0.02808924276889625,-1.4766495306984104,0.08263423811994132,0.09007986823550844,0.02606166338227408,0.9099201317644916,0.026061663382274097,28.682040727372303,6.377568502183258,1.0,0.0,1.0,-49.955433749704355,7.372987928831613,0.7970976098002378,0.03222332421214439,73.0,10.853570840972107,0.7532308303807678,0.029496278546305592,73.0,10.853570840972107,73.0,10.853570840972107,49.955433749704355,-107.27635312461746,13.816733521582718,7.372987928831613
observation_noise_x3,"Async, dominance, fatigue, retention, and latent-skill observation noise tripled.",LinUCB,severe_left_weak,10,28.464901846462283,6.514238578778807,0.005200398202289769,0.0031317773596322785,20.372072695606906,2.5055003838497787,0.434474071528825,0.023420997109011896,0.5520157053282819,0.056247111133556654,-1.5480537556445348,0.13761510351123124,0.08447951679467161,0.027555785820250506,0.9155204832053284,0.027555785820250502,28.689372732391224,5.838697422519131,1.0,0.0,1.0,-43.817499648816735,20.887702865267844,0.8298670882524781,0.08925241878722989,84.0,45.753688375911295,0.7949207157740606,0.055534375005405714,84.0,45.753688375911295,84.0,45.753688375911295,43.817499648816735,-124.43260882430079,54.75834318850355,20.887702865267844
observation_noise_x3,"Async, dominance, fatigue, retention, and latent-skill observation noise tripled.",Thompson,balanced,10,25.983284785597952,5.379444557400005,0.006170287612284516,0.002822663660471086,19.07944193846306,1.6558688636846124,0.5114437875889406,0.03424544235061288,0.593268874201833,0.038505176864611954,-1.4200813042112062,0.11263643255650517,0.0809283684397572,0.037873483578812074,0.9190716315602427,0.03787348357881206,26.858252065580366,6.569881741113417,1.0,0.0,1.0,-28.349738406140897,12.24792850647219,0.7239827496638724,0.04930629388395866,67.8,26.62254683534241,0.7212160614969025,0.032107517634982985,67.8,26.62254683534241,67.8,26.62254683534241,28.349738406140897,-93.57500599684032,27.508986447930038,12.24792850647219
observation_noise_x3,"Async, dominance, fatigue, retention, and latent-skill observation noise tripled.",Thompson,mild_left_weak,10,27.64444089633661,6.396313891634951,0.004731460144175281,0.003917138527609669,19.061866843095764,1.3457559464402558,0.4556210600328222,0.03090540701003983,0.5817026389610218,0.04398835265873982,-1.4649040491140122,0.11647165400778789,0.06934449427294509,0.030285451599134573,0.930655505727055,0.030285451599134594,29.875563432814488,3.4663343482655002,1.0,0.0,1.0,-39.71678798865311,12.174756297128592,0.7786629166391494,0.0714338085913936,71.3,26.32508309578528,0.7735819414446936,0.04041363630591319,71.3,26.32508309578528,71.3,26.32508309578528,39.71678798865311,-101.8472925635,30.74506933099511,12.174756297128592
observation_noise_x3,"Async, dominance, fatigue, retention, and latent-skill observation noise tripled.",Thompson,severe_left_weak,10,26.873097587326402,4.7850175372008845,0.007409763394179375,0.004719884313673301,19.293036557071915,1.443566157680387,0.41803208754197063,0.03129065379427963,0.5873166894191842,0.03411833770733707,-1.4594463772099748,0.1098144489115782,0.10074205093981829,0.04651611732117795,0.8992579490601816,0.046516117321177934,31.462520081646375,3.328484361578305,1.0,0.0,1.0,-48.360692104339996,17.606894592163908,0.8500229472018586,0.09008358302621716,78.5,28.02231253840411,0.7996434833645345,0.04083064965419833,78.5,28.02231253840411,78.5,28.02231253840411,48.360692104339996,-112.01083749477712,34.55627919007184,17.606894592163908
observation_noise_x2_transfer_x1p2,Observation noise doubled and transfer/interference scale increased to 1.2x.,PianoMPC,balanced,10,36.76112124753405,4.366925610341726,0.0005990740740740843,0.0008672525915863237,12.785977596708133,1.8461343204919851,0.47068247896945925,0.036497901512424075,0.6785881453718653,0.020830585913540263,-1.2471181126177757,0.05164871122293409,0.021759259259259256,0.028989763341580127,0.9782407407407406,0.028989763341580134,23.98298179071043,4.257643347399082,1.0,0.0,1.0,-19.688580124239206,9.41829869379353,0.42038558784673785,0.0898447533272989,28.0,12.449899597988733,0.48942571249569455,0.043017175225067164,28.0,12.449899597988733,28.0,12.449899597988733,19.688580124239206,-34.855682831937244,15.563962800745442,9.41829869379353
observation_noise_x2_transfer_x1p2,Observation noise doubled and transfer/interference scale increased to 1.2x.,PianoMPC,mild_left_weak,10,37.712271594828266,5.28903244858329,0.0016442772217656145,0.0015439029956097689,13.294412654658606,2.455963426977809,0.4719734714009337,0.0320787699059412,0.6547651116963067,0.03222653794911115,-1.3161774356901441,0.09437892459497811,0.05079214814098535,0.041664434619606595,0.9492078518590146,0.0416644346196066,22.476644888371666,7.2136224740230395,1.0,0.0,1.0,-15.518193481185742,7.552695104408416,0.4906966085613379,0.10086849043755175,30.7,10.070253224224304,0.5061515496689014,0.04921248470476081,30.7,10.070253224224304,30.7,10.070253224224304,15.518193481185742,-39.834680251041874,12.007922693515223,7.552695104408416
observation_noise_x2_transfer_x1p2,Observation noise doubled and transfer/interference scale increased to 1.2x.,PianoMPC,severe_left_weak,10,39.66723527340334,4.480907363553477,0.0025288162680954735,0.0021235728490529688,12.66193742922205,2.0099256205745992,0.43378184425897387,0.04956262732592507,0.619951841225932,0.039452155513075626,-1.3735031839735612,0.08163643350234266,0.07932224284401883,0.05696950351825598,0.9206777571559812,0.056969503518256,19.768509996416874,5.233130953992504,1.0,0.0,1.0,-18.132130987072706,10.333053879474848,0.5093921315107388,0.10712896005275929,28.4,13.03993865016243,0.5396767490974723,0.05150070313039061,28.4,13.03993865016243,28.4,13.03993865016243,18.132130987072706,-38.27004887875015,15.369528935052324,10.333053879474848
observation_noise_x2_transfer_x1p2,Observation noise doubled and transfer/interference scale increased to 1.2x.,BayesianMAB,balanced,10,28.92340730644768,7.881847736081377,0.005242234167234168,0.003938905468833429,12.478807406858085,2.5246147206087706,0.5110667463667464,0.0373302612183266,0.5855609872761465,0.050856725329144724,-1.2883309646207635,0.1275735801028108,0.07363102363102363,0.05482086139222624,0.9263689763689763,0.05482086139222625,29.52508844243105,4.49797431761659,1.0,0.0,1.0,-17.190452410226193,5.787594209237996,0.5432475069117693,0.17491483169750685,30.0,11.899579824514813,0.6487177267115511,0.10744534453923134,30.0,11.899579824514813,30.0,11.899579824514813,17.190452410226193,-37.793367632051726,13.01093229021648,5.787594209237996
observation_noise_x2_transfer_x1p2,Observation noise doubled and transfer/interference scale increased to 1.2x.,BayesianMAB,mild_left_weak,10,28.835328390135203,6.642653869603174,0.005356865155084803,0.0032123224651161575,13.263307995513964,1.6931848009879704,0.44133899845466357,0.08104130384223424,0.5771456753328691,0.0434845334124825,-1.3245348903423064,0.14992628968633473,0.09089924599388617,0.06600990028433323,0.9091007540061138,0.06600990028433322,24.73663513379234,8.334720696612214,1.0,0.0,1.0,-22.62652895009814,7.873864885010444,0.5976201141553302,0.14397311723836476,32.8,17.29045979724079,0.67059964418214,0.0983637714351437,32.8,17.29045979724079,32.8,17.29045979724079,22.62652895009814,-41.92791791471153,18.313955024920507,7.873864885010444
observation_noise_x2_transfer_x1p2,Observation noise doubled and transfer/interference scale increased to 1.2x.,BayesianMAB,severe_left_weak,10,29.167300662330007,5.112795067571052,0.002697707938369179,0.0026875951053617424,13.589314821779391,2.01211390105752,0.3811424998421716,0.06892079411917215,0.5438937203069789,0.0459845071931302,-1.3983726841812767,0.12022996994138042,0.05286093356981193,0.030999783608904024,0.9471390664301881,0.030999783608904027,29.14610110360267,4.960434663303651,1.0,0.0,1.0,-33.160736958900095,13.709740386178437,0.7199243095489661,0.11600036247970152,39.4,13.001538370516007,0.7406461253164152,0.0712663510656871,39.4,13.001538370516007,39.4,13.001538370516007,33.160736958900095,-53.74317049101054,12.557701025373177,13.709740386178437
observation_noise_x2_transfer_x1p2,Observation noise doubled and transfer/interference scale increased to 1.2x.,CCB-DF,balanced,10,26.08811119164762,3.353185623242439,0.005086762189493904,0.0032936256033659714,13.660585929281075,1.4651452091588655,0.5409405647566868,0.027131437180016156,0.5545581996621143,0.03213485171460593,-1.3528774089359665,0.07746704572502797,0.08398871474481232,0.038538530069789724,0.9160112852551876,0.03853853006978972,29.17350234996793,4.214294198077109,1.0,0.0,1.0,-32.90649421593827,12.627885921051977,0.704569022013518,0.05086434568401582,46.9,10.97679370308106,0.7129552549821997,0.04306268366250277,46.9,10.97679370308106,46.9,10.97679370308106,32.90649421593827,-62.95389234213724,12.299273434232804,12.627885921051977
observation_noise_x2_transfer_x1p2,Observation noise doubled and transfer/interference scale increased to 1.2x.,CCB-DF,mild_left_weak,10,28.11640719917393,3.8032908395042617,0.0054003032047997964,0.003462871137524096,13.927789695082074,1.3020301887430266,0.48208977634565137,0.03105524875825454,0.5353590184704474,0.03267816383371437,-1.4129521416820183,0.09324781135463968,0.09163852222855874,0.04381840301596312,0.9083614777714413,0.04381840301596313,28.57586941041054,4.797479059440555,1.0,0.0,1.0,-35.482849170998946,13.380263673666628,0.7089219595489774,0.09622365999339375,43.5,14.23551895787435,0.7281650522160865,0.04544711568699937,43.5,14.23551895787435,43.5,14.23551895787435,35.482849170998946,-60.39275669463224,15.363453850711892,13.380263673666628
